instance_id,num_of_nodes,num_of_edges,ratio_node_edge,bi_edge,ratio_bi_edge,min_out_degree,max_out_degree,avg_out_degree,min_in_degree,max_in_degree,avg_in_degree,num_of_odd_out_degree,ratio_of_odd_out_degree,num_of_even_out_degree,ratio_of_even_out_degree,num_of_odd_in_degree,ratio_of_odd_in_degree,num_of_even_in_degree,ratio_of_even_in_degree,num_of_odd_degree,ratio_of_odd_degree,num_of_even_degree,ratio_of_even_degree,out_degree_less_than_3,ratio_out_degree_less_than_3,in_degree_less_than_3,ratio_in_degree_less_than_3,degree_less_than_3,ratio_degree_less_than_3,dfs_1st_back_depth,sum_of_choices_along_path,depth_avg_DFS_backjump,depth_back_to_root,depth_back_to_any,depth_one_path,min_depth_bfs,max_depth_bfs,avg_depth_bfs,min_depth_beam,max_depth_beam,avg_depth_beam
insttri360_1_2,351.0,1949.0,0.1801,1948.0,0.9995,2.0,6.0,5.5527,2.0,6.0,5.5527,1.0,0.0028,350.0,0.9972,1.0,0.0028,350.0,0.9972,2.0,0.0057,349.0,0.9943,3.0,0.0085,3.0,0.0085,0.0,0.0,5.0,28.0,137.0,2.0,2.0,23.0,25.0,25.0,25.0,25.0,25.0,25.0
insttri360_17_1,351.0,1933.0,0.1816,1916.0,0.9912,2.0,6.0,5.5071,2.0,6.0,5.5071,17.0,0.0484,334.0,0.9516,17.0,0.0484,334.0,0.9516,30.0,0.0855,321.0,0.9145,3.0,0.0085,3.0,0.0085,0.0,0.0,1.0,6.0,166.8,2.0,2.0,29.0,23.0,25.0,24.8929,23.0,25.0,24.8929
insttri360_17_2,351.0,1933.0,0.1816,1916.0,0.9912,2.0,6.0,5.5071,2.0,6.0,5.5071,17.0,0.0484,334.0,0.9516,17.0,0.0484,334.0,0.9516,30.0,0.0855,321.0,0.9145,3.0,0.0085,3.0,0.0085,0.0,0.0,3.0,16.0,172.5714,2.0,2.0,23.0,10.0,25.0,23.7586,10.0,25.0,23.7586
insttri360_25_1,351.0,1925.0,0.1823,1900.0,0.987,2.0,6.0,5.4843,2.0,6.0,5.4843,25.0,0.0712,326.0,0.9288,23.0,0.0655,328.0,0.9345,48.0,0.1368,303.0,0.8632,3.0,0.0085,3.0,0.0085,0.0,0.0,3.0,16.0,195.0,2.0,2.0,2.0,1.0,26.0,24.0357,1.0,26.0,24.0357
insttri360_25_2,351.0,1925.0,0.1823,1900.0,0.987,2.0,6.0,5.4843,2.0,6.0,5.4843,25.0,0.0712,326.0,0.9288,23.0,0.0655,328.0,0.9345,42.0,0.1197,309.0,0.8803,3.0,0.0085,4.0,0.0114,0.0,0.0,1.0,6.0,116.0,2.0,2.0,23.0,17.0,25.0,24.5714,17.0,25.0,24.5714
insttri360_33_1,351.0,1917.0,0.1831,1884.0,0.9828,2.0,6.0,5.4615,2.0,6.0,5.4615,33.0,0.094,318.0,0.906,33.0,0.094,318.0,0.906,58.0,0.1652,293.0,0.8348,3.0,0.0085,3.0,0.0085,0.0,0.0,3.0,16.0,168.4286,2.0,2.0,23.0,16.0,26.0,24.7037,16.0,26.0,24.7037
insttri360_33_2,351.0,1917.0,0.1831,1884.0,0.9828,2.0,6.0,5.4615,2.0,6.0,5.4615,31.0,0.0883,320.0,0.9117,31.0,0.0883,320.0,0.9117,56.0,0.1595,295.0,0.8405,3.0,0.0085,3.0,0.0085,0.0,0.0,3.0,14.0,172.8571,2.0,2.0,11.0,4.0,26.0,23.6,4.0,26.0,23.6
insttri360_41_1,351.0,1909.0,0.1839,1868.0,0.9785,2.0,6.0,5.4387,2.0,6.0,5.4387,39.0,0.1111,312.0,0.8889,41.0,0.1168,310.0,0.8832,74.0,0.2108,277.0,0.7892,3.0,0.0085,3.0,0.0085,0.0,0.0,4.0,20.0,166.4,2.0,2.0,16.0,7.0,26.0,22.8485,7.0,26.0,23.125
insttri360_41_2,351.0,1909.0,0.1839,1868.0,0.9785,2.0,6.0,5.4387,2.0,6.0,5.4387,39.0,0.1111,312.0,0.8889,35.0,0.0997,316.0,0.9003,64.0,0.1823,287.0,0.8177,3.0,0.0085,3.0,0.0085,0.0,0.0,5.0,23.0,160.6667,2.0,2.0,23.0,2.0,26.0,21.6176,2.0,26.0,21.6176
insttri360_49_1,351.0,1901.0,0.1846,1854.0,0.9753,2.0,6.0,5.416,2.0,6.0,5.416,43.0,0.1225,308.0,0.8775,43.0,0.1225,308.0,0.8775,68.0,0.1937,283.0,0.8063,4.0,0.0114,4.0,0.0114,0.0,0.0,4.0,20.0,199.8571,2.0,2.0,23.0,11.0,26.0,22.6053,11.0,26.0,22.6053
insttri360_49_2,351.0,1901.0,0.1846,1854.0,0.9753,1.0,6.0,5.416,1.0,6.0,5.416,39.0,0.1111,312.0,0.8889,41.0,0.1168,310.0,0.8832,68.0,0.1937,283.0,0.8063,4.0,0.0114,3.0,0.0085,1.0,0.0028,5.0,28.0,185.2,2.0,2.0,23.0,7.0,26.0,22.6563,7.0,26.0,22.6563
insttri360_57_1,351.0,1893.0,0.1854,1844.0,0.9741,2.0,6.0,5.3932,2.0,6.0,5.3932,51.0,0.1453,300.0,0.8547,53.0,0.151,298.0,0.849,84.0,0.2393,267.0,0.7607,3.0,0.0085,3.0,0.0085,0.0,0.0,2.0,10.0,193.4,2.0,2.0,45.0,7.0,26.0,23.2973,7.0,27.0,20.68
insttri360_57_2,351.0,1893.0,0.1854,1836.0,0.9699,2.0,6.0,5.3932,1.0,6.0,5.3932,49.0,0.1396,302.0,0.8604,49.0,0.1396,302.0,0.8604,92.0,0.2621,259.0,0.7379,3.0,0.0085,4.0,0.0114,0.0,0.0,2.0,10.0,195.0,3.0,3.0,23.0,8.0,26.0,22.6596,8.0,26.0,22.6596
insttri360_65_1,351.0,1885.0,0.1862,1822.0,0.9666,2.0,6.0,5.3704,2.0,6.0,5.3704,57.0,0.1624,294.0,0.8376,59.0,0.1681,292.0,0.8319,96.0,0.2735,255.0,0.7265,3.0,0.0085,3.0,0.0085,0.0,0.0,2.0,10.0,147.9,2.0,2.0,2.0,1.0,26.0,21.025,1.0,26.0,21.025
insttri360_65_2,351.0,1885.0,0.1862,1824.0,0.9676,2.0,6.0,5.3704,2.0,6.0,5.3704,61.0,0.1738,290.0,0.8262,57.0,0.1624,294.0,0.8376,84.0,0.2393,267.0,0.7607,3.0,0.0085,3.0,0.0085,0.0,0.0,9.0,47.0,227.3333,2.0,2.0,20.0,6.0,26.0,22.2432,6.0,26.0,22.2432
insttri360_73_1,351.0,1877.0,0.187,1806.0,0.9622,2.0,6.0,5.3476,2.0,6.0,5.3476,63.0,0.1795,288.0,0.8205,57.0,0.1624,294.0,0.8376,98.0,0.2792,253.0,0.7208,3.0,0.0085,3.0,0.0085,0.0,0.0,4.0,22.0,178.1429,2.0,2.0,23.0,7.0,26.0,21.0816,4.0,26.0,20.1538
insttri360_73_2,351.0,1877.0,0.187,1806.0,0.9622,2.0,6.0,5.3476,2.0,6.0,5.3476,57.0,0.1624,294.0,0.8376,63.0,0.1795,288.0,0.8205,104.0,0.2963,247.0,0.7037,4.0,0.0114,4.0,0.0114,0.0,0.0,2.0,10.0,140.8889,2.0,2.0,4.0,3.0,27.0,22.3415,3.0,27.0,22.3902
insttri360_81_1,351.0,1869.0,0.1878,1796.0,0.9609,2.0,6.0,5.3248,2.0,6.0,5.3248,65.0,0.1852,286.0,0.8148,69.0,0.1966,282.0,0.8034,106.0,0.302,245.0,0.698,3.0,0.0085,3.0,0.0085,0.0,0.0,4.0,22.0,180.9,2.0,2.0,23.0,8.0,26.0,22.6286,8.0,26.0,22.6286
insttri360_81_2,351.0,1869.0,0.1878,1790.0,0.9577,2.0,6.0,5.3248,2.0,6.0,5.3248,65.0,0.1852,286.0,0.8148,63.0,0.1795,288.0,0.8205,90.0,0.2564,261.0,0.7436,5.0,0.0142,5.0,0.0142,0.0,0.0,2.0,10.0,236.0769,2.0,2.0,11.0,2.0,27.0,20.6078,2.0,27.0,20.6415
insttri360_89_1,351.0,1861.0,0.1886,1780.0,0.9565,1.0,6.0,5.302,2.0,6.0,5.302,79.0,0.2251,272.0,0.7749,83.0,0.2365,268.0,0.7635,112.0,0.3191,239.0,0.6809,3.0,0.0085,3.0,0.0085,0.0,0.0,3.0,12.0,187.5,2.0,2.0,4.0,7.0,26.0,21.6,7.0,28.0,21.6739
insttri360_89_2,351.0,1861.0,0.1886,1774.0,0.9533,2.0,6.0,5.302,2.0,6.0,5.302,69.0,0.1966,282.0,0.8034,69.0,0.1966,282.0,0.8034,108.0,0.3077,243.0,0.6923,3.0,0.0085,3.0,0.0085,0.0,0.0,1.0,6.0,205.5714,2.0,2.0,23.0,12.0,26.0,23.0811,12.0,26.0,22.02
insttri360_9_1,351.0,1941.0,0.1808,1932.0,0.9954,2.0,6.0,5.5299,2.0,6.0,5.5299,9.0,0.0256,342.0,0.9744,9.0,0.0256,342.0,0.9744,18.0,0.0513,333.0,0.9487,3.0,0.0085,3.0,0.0085,0.0,0.0,3.0,16.0,155.8333,2.0,2.0,23.0,22.0,25.0,24.8889,22.0,25.0,24.8889
insttri360_9_2,351.0,1941.0,0.1808,1932.0,0.9954,2.0,6.0,5.5299,2.0,6.0,5.5299,9.0,0.0256,342.0,0.9744,9.0,0.0256,342.0,0.9744,18.0,0.0513,333.0,0.9487,3.0,0.0085,3.0,0.0085,0.0,0.0,2.0,12.0,202.25,2.0,2.0,23.0,12.0,25.0,24.3929,12.0,25.0,24.3929
insttri400_1_1,378.0,2105.0,0.1796,2104.0,0.9995,2.0,6.0,5.5688,2.0,6.0,5.5688,1.0,0.0026,377.0,0.9974,1.0,0.0026,377.0,0.9974,2.0,0.0053,376.0,0.9947,3.0,0.0079,3.0,0.0079,0.0,0.0,6.0,36.0,207.0,2.0,2.0,23.0,26.0,26.0,26.0,26.0,26.0,26.0
insttri400_1_2,378.0,2105.0,0.1796,2104.0,0.9995,2.0,6.0,5.5688,2.0,6.0,5.5688,1.0,0.0026,377.0,0.9974,1.0,0.0026,377.0,0.9974,2.0,0.0053,376.0,0.9947,3.0,0.0079,3.0,0.0079,0.0,0.0,5.0,24.0,181.8,2.0,2.0,23.0,26.0,26.0,26.0,26.0,26.0,26.0
insttri400_17_1,378.0,2089.0,0.1809,2072.0,0.9919,2.0,6.0,5.5265,2.0,6.0,5.5265,15.0,0.0397,363.0,0.9603,15.0,0.0397,363.0,0.9603,30.0,0.0794,348.0,0.9206,3.0,0.0079,3.0,0.0079,0.0,0.0,6.0,32.0,209.0,2.0,2.0,23.0,20.0,27.0,25.7,20.0,27.0,25.7
insttri400_17_2,378.0,2089.0,0.1809,2072.0,0.9919,2.0,6.0,5.5265,2.0,6.0,5.5265,17.0,0.045,361.0,0.955,17.0,0.045,361.0,0.955,30.0,0.0794,348.0,0.9206,3.0,0.0079,3.0,0.0079,0.0,0.0,13.0,72.0,181.8,2.0,2.0,23.0,11.0,26.0,25.1613,11.0,26.0,25.1613
insttri400_25_1,378.0,2081.0,0.1816,2056.0,0.988,2.0,6.0,5.5053,2.0,6.0,5.5053,25.0,0.0661,353.0,0.9339,23.0,0.0608,355.0,0.9392,48.0,0.127,330.0,0.873,3.0,0.0079,3.0,0.0079,0.0,0.0,3.0,18.0,211.4286,2.0,2.0,11.0,4.0,27.0,24.3226,4.0,27.0,24.3226
insttri400_25_2,378.0,2081.0,0.1816,2056.0,0.988,2.0,6.0,5.5053,2.0,6.0,5.5053,23.0,0.0608,355.0,0.9392,21.0,0.0556,357.0,0.9444,42.0,0.1111,336.0,0.8889,3.0,0.0079,3.0,0.0079,0.0,0.0,1.0,6.0,209.1667,2.0,2.0,23.0,8.0,27.0,24.0,8.0,27.0,24.0
insttri400_33_1,378.0,2073.0,0.1823,2040.0,0.9841,2.0,6.0,5.4841,2.0,6.0,5.4841,31.0,0.082,347.0,0.918,31.0,0.082,347.0,0.918,58.0,0.1534,320.0,0.8466,3.0,0.0079,4.0,0.0106,0.0,0.0,2.0,12.0,204.4286,2.0,2.0,23.0,7.0,27.0,23.7209,7.0,27.0,23.7857
insttri400_33_2,378.0,2073.0,0.1823,2040.0,0.9841,2.0,6.0,5.4841,2.0,6.0,5.4841,27.0,0.0714,351.0,0.9286,29.0,0.0767,349.0,0.9233,52.0,0.1376,326.0,0.8624,3.0,0.0079,4.0,0.0106,0.0,0.0,1.0,6.0,169.875,2.0,2.0,23.0,11.0,26.0,24.9677,11.0,26.0,24.9677
insttri400_41_1,378.0,2065.0,0.1831,2026.0,0.9811,2.0,6.0,5.463,2.0,6.0,5.463,39.0,0.1032,339.0,0.8968,39.0,0.1032,339.0,0.8968,70.0,0.1852,308.0,0.8148,3.0,0.0079,3.0,0.0079,0.0,0.0,3.0,14.0,164.7778,2.0,2.0,16.0,16.0,27.0,25.1935,16.0,27.0,24.3415
insttri400_41_2,378.0,2065.0,0.1831,2024.0,0.9801,2.0,6.0,5.463,1.0,6.0,5.463,39.0,0.1032,339.0,0.8968,39.0,0.1032,339.0,0.8968,70.0,0.1852,308.0,0.8148,3.0,0.0079,3.0,0.0079,0.0,0.0,2.0,10.0,229.25,2.0,2.0,23.0,19.0,26.0,25.5484,19.0,26.0,25.5484
insttri400_49_1,378.0,2057.0,0.1838,2008.0,0.9762,2.0,6.0,5.4418,2.0,6.0,5.4418,43.0,0.1138,335.0,0.8862,37.0,0.0979,341.0,0.9021,70.0,0.1852,308.0,0.8148,3.0,0.0079,4.0,0.0106,0.0,0.0,5.0,21.0,229.8889,2.0,2.0,16.0,4.0,27.0,23.2889,4.0,27.0,23.2889
insttri400_49_2,378.0,2057.0,0.1838,2008.0,0.9762,2.0,6.0,5.4418,2.0,6.0,5.4418,47.0,0.1243,331.0,0.8757,45.0,0.119,333.0,0.881,86.0,0.2275,292.0,0.7725,4.0,0.0106,3.0,0.0079,0.0,0.0,11.0,56.0,229.125,2.0,2.0,23.0,8.0,27.0,24.2424,8.0,27.0,24.2424
insttri400_57_1,378.0,2049.0,0.1845,1994.0,0.9732,2.0,6.0,5.4206,2.0,6.0,5.4206,51.0,0.1349,327.0,0.8651,53.0,0.1402,325.0,0.8598,92.0,0.2434,286.0,0.7566,3.0,0.0079,3.0,0.0079,0.0,0.0,2.0,10.0,203.5,2.0,2.0,30.0,3.0,27.0,23.1579,3.0,27.0,23.1579
insttri400_57_2,378.0,2049.0,0.1845,1992.0,0.9722,2.0,6.0,5.4206,2.0,6.0,5.4206,51.0,0.1349,327.0,0.8651,53.0,0.1402,325.0,0.8598,86.0,0.2275,292.0,0.7725,3.0,0.0079,3.0,0.0079,0.0,0.0,4.0,22.0,201.2,2.0,2.0,23.0,17.0,26.0,25.1875,17.0,26.0,25.1875
insttri400_65_1,378.0,2041.0,0.1852,1976.0,0.9682,2.0,6.0,5.3995,2.0,6.0,5.3995,53.0,0.1402,325.0,0.8598,55.0,0.1455,323.0,0.8545,96.0,0.254,282.0,0.746,4.0,0.0106,3.0,0.0079,0.0,0.0,3.0,16.0,209.5556,2.0,2.0,23.0,5.0,27.0,23.2778,5.0,27.0,23.2778
insttri400_65_2,378.0,2041.0,0.1852,1978.0,0.9691,1.0,6.0,5.3995,2.0,6.0,5.3995,55.0,0.1455,323.0,0.8545,53.0,0.1402,325.0,0.8598,90.0,0.2381,288.0,0.7619,3.0,0.0079,4.0,0.0106,0.0,0.0,4.0,20.0,199.1818,2.0,2.0,4.0,3.0,27.0,23.5135,3.0,27.0,23.5135
insttri400_73_1,378.0,2033.0,0.1859,1968.0,0.968,2.0,6.0,5.3783,2.0,6.0,5.3783,59.0,0.1561,319.0,0.8439,63.0,0.1667,315.0,0.8333,94.0,0.2487,284.0,0.7513,3.0,0.0079,3.0,0.0079,0.0,0.0,2.0,10.0,232.375,2.0,2.0,19.0,2.0,26.0,22.1579,2.0,26.0,22.1579
insttri400_73_2,378.0,2033.0,0.1859,1964.0,0.9661,2.0,6.0,5.3783,2.0,6.0,5.3783,65.0,0.172,313.0,0.828,69.0,0.1825,309.0,0.8175,110.0,0.291,268.0,0.709,3.0,0.0079,3.0,0.0079,0.0,0.0,3.0,14.0,223.3,2.0,2.0,12.0,7.0,28.0,22.3529,7.0,28.0,22.28
insttri400_81_1,378.0,2025.0,0.1867,1944.0,0.96,1.0,6.0,5.3571,2.0,6.0,5.3571,71.0,0.1878,307.0,0.8122,65.0,0.172,313.0,0.828,118.0,0.3122,260.0,0.6878,3.0,0.0079,3.0,0.0079,0.0,0.0,1.0,6.0,192.8333,2.0,2.0,21.0,10.0,27.0,24.3171,10.0,27.0,24.3171
insttri400_81_2,378.0,2025.0,0.1867,1948.0,0.962,2.0,6.0,5.3571,2.0,6.0,5.3571,77.0,0.2037,301.0,0.7963,75.0,0.1984,303.0,0.8016,114.0,0.3016,264.0,0.6984,3.0,0.0079,3.0,0.0079,0.0,0.0,7.0,36.0,194.3333,2.0,2.0,11.0,3.0,27.0,23.2222,3.0,27.0,23.2222
insttri400_89_1,378.0,2017.0,0.1874,1930.0,0.9569,1.0,6.0,5.336,1.0,6.0,5.336,73.0,0.1931,305.0,0.8069,79.0,0.209,299.0,0.791,124.0,0.328,254.0,0.672,3.0,0.0079,3.0,0.0079,0.0,0.0,6.0,28.0,201.6667,2.0,2.0,23.0,2.0,27.0,23.4211,2.0,27.0,23.4211
insttri400_89_2,378.0,2017.0,0.1874,1934.0,0.9588,1.0,6.0,5.336,2.0,6.0,5.336,79.0,0.209,299.0,0.791,73.0,0.1931,305.0,0.8069,114.0,0.3016,264.0,0.6984,3.0,0.0079,4.0,0.0106,0.0,0.0,9.0,49.0,204.0,2.0,2.0,4.0,3.0,27.0,22.7021,5.0,29.0,22.5957
insttri400_9_1,378.0,2097.0,0.1803,2088.0,0.9957,2.0,6.0,5.5476,1.0,6.0,5.5476,9.0,0.0238,369.0,0.9762,9.0,0.0238,369.0,0.9762,18.0,0.0476,360.0,0.9524,3.0,0.0079,3.0,0.0079,0.0,0.0,8.0,43.0,181.8,3.0,3.0,23.0,10.0,26.0,25.3103,10.0,26.0,25.3103
insttri400_9_2,378.0,2097.0,0.1803,2088.0,0.9957,2.0,6.0,5.5476,2.0,6.0,5.5476,9.0,0.0238,369.0,0.9762,9.0,0.0238,369.0,0.9762,18.0,0.0476,360.0,0.9524,3.0,0.0079,3.0,0.0079,0.0,0.0,2.0,10.0,187.2,2.0,2.0,23.0,15.0,27.0,25.6429,15.0,27.0,25.6429
insttrapezioid_25_15_105_4.csv,480.0,2589.0,0.1854,2486.0,0.9602,1.0,6.0,5.3937,2.0,6.0,5.3937,95.0,0.1979,385.0,0.8021,91.0,0.1896,389.0,0.8104,154.0,0.3208,326.0,0.6792,3.0,0.0063,3.0,0.0063,0.0,0.0,5.0,28.0,259.4615,2.0,2.0,5.0,7.0,39.0,22.0395,7.0,39.0,21.8784
insttrapezioid_25_15_120_3.csv,480.0,2574.0,0.1865,2464.0,0.9573,2.0,6.0,5.3625,2.0,6.0,5.3625,104.0,0.2167,376.0,0.7833,94.0,0.1958,386.0,0.8042,150.0,0.3125,330.0,0.6875,3.0,0.0063,3.0,0.0063,0.0,0.0,6.0,31.0,194.0,3.0,3.0,9.0,4.0,38.0,20.6528,4.0,38.0,19.0411
insttrapezioid_25_15_165_4.csv,480.0,2529.0,0.1898,2368.0,0.9363,1.0,6.0,5.2687,2.0,6.0,5.2687,121.0,0.2521,359.0,0.7479,129.0,0.2687,351.0,0.7312,180.0,0.375,300.0,0.625,3.0,0.0063,6.0,0.0125,0.0,0.0,7.0,37.0,256.0625,2.0,2.0,9.0,2.0,38.0,20.4487,2.0,38.0,19.7229
insttrapezioid_25_15_170_2.csv,480.0,2524.0,0.1902,2364.0,0.9366,1.0,6.0,5.2583,2.0,6.0,5.2583,140.0,0.2917,340.0,0.7083,124.0,0.2583,356.0,0.7417,192.0,0.4,288.0,0.6,4.0,0.0083,5.0,0.0104,0.0,0.0,1.0,6.0,170.4375,2.0,2.0,3.0,3.0,38.0,19.0202,6.0,39.0,20.2366
insttrapezioid_30_10_110_0.csv,345.0,1784.0,0.1934,1678.0,0.9406,1.0,6.0,5.171,2.0,6.0,5.171,88.0,0.2551,257.0,0.7449,96.0,0.2783,249.0,0.7217,142.0,0.4116,203.0,0.5884,4.0,0.0116,2.0,0.0058,0.0,0.0,3.0,16.0,164.5,2.0,2.0,15.0,6.0,38.0,21.2286,5.0,38.0,20.5806
insttrapezioid_30_10_115_3.csv,345.0,1779.0,0.1939,1672.0,0.9399,2.0,6.0,5.1565,2.0,6.0,5.1565,97.0,0.2812,248.0,0.7188,91.0,0.2638,254.0,0.7362,142.0,0.4116,203.0,0.5884,2.0,0.0058,3.0,0.0087,0.0,0.0,1.0,7.0,157.3889,2.0,2.0,81.0,2.0,38.0,20.0333,2.0,38.0,20.5738
insttrapezioid_30_10_130_2.csv,345.0,1764.0,0.1956,1648.0,0.9342,2.0,6.0,5.113,2.0,6.0,5.113,100.0,0.2899,245.0,0.7101,94.0,0.2725,251.0,0.7275,136.0,0.3942,209.0,0.6058,4.0,0.0116,7.0,0.0203,0.0,0.0,1.0,7.0,187.0667,2.0,2.0,6.0,8.0,38.0,21.2388,5.0,38.0,20.1918
insttrapezioid_30_10_140_0.csv,345.0,1754.0,0.1967,1618.0,0.9225,2.0,6.0,5.0841,1.0,6.0,5.0841,100.0,0.2899,245.0,0.7101,94.0,0.2725,251.0,0.7275,152.0,0.4406,193.0,0.5594,3.0,0.0087,3.0,0.0087,0.0,0.0,5.0,21.0,157.6,2.0,2.0,23.0,3.0,38.0,19.1507,4.0,38.0,19.2432
insttrapezioid_30_10_150_4.csv,345.0,1744.0,0.1978,1610.0,0.9232,2.0,6.0,5.0551,2.0,6.0,5.0551,110.0,0.3188,235.0,0.6812,98.0,0.2841,247.0,0.7159,158.0,0.458,187.0,0.542,4.0,0.0116,2.0,0.0058,0.0,0.0,1.0,7.0,158.7857,2.0,2.0,9.0,3.0,38.0,19.0,3.0,38.0,19.8519
insttrapezioid_30_10_155_1.csv,345.0,1739.0,0.1984,1598.0,0.9189,1.0,6.0,5.0406,2.0,6.0,5.0406,117.0,0.3391,228.0,0.6609,115.0,0.3333,230.0,0.6667,164.0,0.4754,181.0,0.5246,5.0,0.0145,3.0,0.0087,0.0,0.0,1.0,9.0,155.75,2.0,2.0,9.0,2.0,38.0,19.5135,3.0,38.0,20.1928
insttrapezioid_30_10_155_4.csv,345.0,1739.0,0.1984,1596.0,0.9178,1.0,6.0,5.0406,2.0,6.0,5.0406,103.0,0.2986,242.0,0.7014,109.0,0.3159,236.0,0.6841,152.0,0.4406,193.0,0.5594,7.0,0.0203,6.0,0.0174,0.0,0.0,1.0,7.0,167.4706,2.0,2.0,20.0,4.0,38.0,18.2133,4.0,38.0,18.32
insttrapezioid_30_10_160_4.csv,345.0,1734.0,0.199,1588.0,0.9158,2.0,6.0,5.0261,1.0,6.0,5.0261,100.0,0.2899,245.0,0.7101,116.0,0.3362,229.0,0.6638,146.0,0.4232,199.0,0.5768,9.0,0.0261,3.0,0.0087,0.0,0.0,2.0,13.0,152.45,2.0,2.0,37.0,3.0,38.0,18.4359,3.0,38.0,19.407
insttrapezioid_30_10_170_4.csv,345.0,1724.0,0.2001,1576.0,0.9142,2.0,6.0,4.9971,2.0,6.0,4.9971,114.0,0.3304,231.0,0.6696,100.0,0.2899,245.0,0.7101,142.0,0.4116,203.0,0.5884,6.0,0.0174,5.0,0.0145,0.0,0.0,6.0,30.0,157.3571,2.0,2.0,52.0,4.0,38.0,20.64,2.0,38.0,21.0988
insttrapezioid_30_10_175_2.csv,345.0,1719.0,0.2007,1560.0,0.9075,2.0,6.0,4.9826,1.0,6.0,4.9826,127.0,0.3681,218.0,0.6319,113.0,0.3275,232.0,0.6725,164.0,0.4754,181.0,0.5246,6.0,0.0174,7.0,0.0203,0.0,0.0,9.0,42.0,170.1765,2.0,2.0,6.0,6.0,38.0,20.2532,7.0,38.0,19.5882
insttrapezioid_30_10_180_2.csv,345.0,1714.0,0.2013,1556.0,0.9078,2.0,6.0,4.9681,2.0,6.0,4.9681,116.0,0.3362,229.0,0.6638,112.0,0.3246,233.0,0.6754,148.0,0.429,197.0,0.571,4.0,0.0116,4.0,0.0116,0.0,0.0,4.0,21.0,173.2857,2.0,2.0,22.0,5.0,38.0,19.8971,5.0,38.0,18.9701
insttrapezioid_30_10_180_3.csv,345.0,1714.0,0.2013,1550.0,0.9043,1.0,6.0,4.9681,2.0,6.0,4.9681,126.0,0.3652,219.0,0.6348,114.0,0.3304,231.0,0.6696,158.0,0.458,187.0,0.542,9.0,0.0261,10.0,0.029,0.0,0.0,4.0,19.0,151.6111,2.0,2.0,52.0,2.0,38.0,21.0145,2.0,39.0,21.6232
insttrapezioid_30_10_185_2.csv,345.0,1709.0,0.2019,1546.0,0.9046,2.0,6.0,4.9536,2.0,6.0,4.9536,115.0,0.3333,230.0,0.6667,125.0,0.3623,220.0,0.6377,138.0,0.4,207.0,0.6,8.0,0.0232,7.0,0.0203,0.0,0.0,1.0,6.0,178.8889,2.0,2.0,42.0,2.0,38.0,19.0308,2.0,38.0,19.6667
insttrapezioid_30_10_80_3.csv,345.0,1814.0,0.1902,1738.0,0.9581,2.0,6.0,5.258,1.0,6.0,5.258,74.0,0.2145,271.0,0.7855,70.0,0.2029,275.0,0.7971,104.0,0.3014,241.0,0.6986,2.0,0.0058,3.0,0.0087,0.0,0.0,1.0,7.0,181.5833,2.0,2.0,80.0,4.0,38.0,19.5775,4.0,38.0,19.1622
insttrapezioid_30_10_85_0.csv,345.0,1809.0,0.1907,1726.0,0.9541,2.0,6.0,5.2435,2.0,6.0,5.2435,75.0,0.2174,270.0,0.7826,69.0,0.2,276.0,0.8,116.0,0.3362,229.0,0.6638,5.0,0.0145,4.0,0.0116,0.0,0.0,1.0,7.0,184.4,2.0,2.0,180.0,4.0,38.0,19.7755,5.0,38.0,21.1786
insttrapezioid_30_10_85_2.csv,345.0,1809.0,0.1907,1726.0,0.9541,2.0,6.0,5.2435,2.0,6.0,5.2435,73.0,0.2116,272.0,0.7884,65.0,0.1884,280.0,0.8116,104.0,0.3014,241.0,0.6986,2.0,0.0058,3.0,0.0087,0.0,0.0,1.0,7.0,139.4,2.0,2.0,52.0,7.0,38.0,22.4464,5.0,38.0,21.4
insttrapezioid_30_10_95_1.csv,345.0,1799.0,0.1918,1708.0,0.9494,2.0,6.0,5.2145,2.0,6.0,5.2145,69.0,0.2,276.0,0.8,69.0,0.2,276.0,0.8,112.0,0.3246,233.0,0.6754,5.0,0.0145,6.0,0.0174,0.0,0.0,3.0,16.0,129.6,2.0,2.0,124.0,2.0,38.0,18.9259,3.0,39.0,20.2841
insttrapezioid_20_15_100_2.csv,405.0,2164.0,0.1872,2068.0,0.9556,2.0,6.0,5.3432,2.0,6.0,5.3432,90.0,0.2222,315.0,0.7778,84.0,0.2074,321.0,0.7926,140.0,0.3457,265.0,0.6543,2.0,0.0049,2.0,0.0049,0.0,0.0,3.0,19.0,200.3077,2.0,2.0,3.0,5.0,33.0,18.2075,3.0,33.0,17.9828
insttrapezioid_20_15_105_1.csv,405.0,2159.0,0.1876,2056.0,0.9523,2.0,6.0,5.3309,2.0,6.0,5.3309,89.0,0.2198,316.0,0.7802,87.0,0.2148,318.0,0.7852,148.0,0.3654,257.0,0.6346,3.0,0.0074,3.0,0.0074,0.0,0.0,4.0,24.0,180.75,2.0,2.0,117.0,3.0,33.0,16.7627,3.0,33.0,17.6852
